Date,SPY,IEF,SHY,LQD,VTI,IWN,GLD,BND,BNDX,VEU,VNQ,TIP,DBC,EFA,EEM,BIL,DLS,AGG,IWD,IWM,EFV,SCZ,HYG,MTUM,VLUE,QUAL,USMV,REM,RWX,VGK,EWJ,BWX,RWO,EMB,IYR,TLT,GSG
6/19/2006,354.88,112.71,106.99,122,115.73,218.17,126.99,NA,NA,NA,142.06,108.89,97.55,156.71,264.33,NA,99.68,105.5,143.44,184.85,116.37,NA,NA,NA,NA,NA,NA,NA,NA,113.62,89.65,NA,NA,NA,271.09,122.92,NA
6/20/2006,356.08,112.63,106.98,121.91,115.76,217.66,129.11,NA,NA,NA,141.32,108.79,98.37,157.65,267.58,NA,100,105.56,143.86,184.63,116.83,NA,NA,NA,NA,NA,NA,NA,NA,114.52,89.86,NA,NA,NA,269.42,122.71,NA
6/21/2006,358.72,112.62,107.01,121.76,117.05,221.81,131.43,NA,NA,NA,142.96,108.84,99.8,159.68,276.24,NA,100.3,105.59,144.93,187.86,119.05,NA,NA,NA,NA,NA,NA,NA,NA,116.12,91.04,NA,NA,NA,272.84,122.74,NA
6/22/2006,357.14,112.25,106.95,121.47,116.41,220.66,130.08,NA,NA,NA,141.95,108.6,99.76,158.84,271.29,NA,99.82,105.14,144.64,187.16,117.53,NA,NA,NA,NA,NA,NA,NA,NA,114.97,90.62,NA,NA,NA,270.91,122.04,NA
6/23/2006,357.09,112.15,106.93,121.27,116.58,221.43,130.67,NA,NA,NA,140.88,108.46,99.55,158.38,270.83,NA,99.84,105.19,144.64,188.29,117.65,NA,NA,NA,NA,NA,NA,NA,NA,114.79,90.2,NA,NA,NA,269.89,121.79,NA
6/26/2006,358.67,112.08,106.94,121.27,117.15,224.35,131.32,NA,NA,NA,142.37,108.34,100.65,159.63,270.83,NA,99.9,104.89,145.44,190.62,118.14,NA,NA,NA,NA,NA,NA,NA,NA,115.33,90.97,NA,NA,NA,272.6,121.56,NA
6/27/2006,355.57,112.38,107.01,121.08,116.04,220.63,129.97,NA,NA,NA,142.21,108.52,101.02,156.68,265.72,NA,99.96,105.18,144.75,187.33,116.63,NA,NA,NA,NA,NA,NA,NA,NA,113.74,89.37,NA,NA,NA,272.05,122.16,NA
6/28/2006,357.98,112.01,106.95,120.81,116.86,221.78,129.65,NA,NA,NA,142.63,108.27,100.61,158.46,274.05,NA,100,105.07,145.74,188.15,117.46,NA,NA,NA,NA,NA,NA,NA,NA,115.21,90.48,NA,NA,NA,273,121.52,NA
6/29/2006,365.21,112.48,107.14,121.45,119.41,229.95,134.11,NA,NA,NA,145.8,108.93,102.82,164.31,290.33,NA,102.87,105.44,148.47,195.42,122.16,NA,NA,NA,NA,NA,NA,NA,NA,118.92,94.32,NA,NA,NA,278.58,121.93,NA
6/30/2006,365.09,112.87,107.23,122.12,119.36,231.78,137.97,NA,NA,NA,146.91,109.52,103.27,166.37,290.64,NA,104.37,105.43,148.77,196.74,123.24,NA,NA,NA,NA,NA,NA,NA,NA,120.63,95.08,NA,NA,NA,279.91,123.11,NA
7/3/2006,366.73,112.82,107.22,121.97,120.27,233.79,140.11,NA,NA,NA,149.63,109.29,106,167.24,297.07,NA,104.53,105.59,149.69,199.2,123.79,NA,NA,NA,NA,NA,NA,NA,NA,121.4,96.76,NA,NA,NA,284.98,122.99,NA
7/4/2006,366.73,112.82,107.22,121.97,120.27,233.79,140.11,NA,NA,NA,149.63,109.29,106,167.24,297.07,NA,104.53,105.59,149.69,199.2,123.79,NA,NA,NA,NA,NA,NA,NA,NA,121.4,96.76,NA,NA,NA,284.98,122.99,NA
7/5/2006,364.63,112.41,107.12,121.2,119.29,230.85,140.83,NA,NA,NA,149.39,108.87,105.18,164.06,287.85,NA,103.7,105.28,148.96,196.3,121.81,NA,NA,NA,NA,NA,NA,NA,NA,119.2,93.55,NA,NA,NA,284.74,122,NA
7/6/2006,365.7,112.76,107.2,121.81,119.68,231.65,142,NA,NA,NA,149.75,109.25,105.88,165.79,293.73,NA,103.88,105.37,149.59,196.24,122.5,NA,NA,NA,NA,NA,NA,NA,NA,120.75,94.39,NA,NA,NA,285.61,122.75,NA
7/7/2006,363.31,113.11,107.29,122.27,118.68,228.67,141.12,NA,NA,NA,149.12,109.57,105.1,165.03,288.16,NA,104.33,105.76,148.96,193.33,122.77,NA,NA,NA,NA,NA,NA,NA,NA,120.03,93.97,NA,NA,NA,284.43,123.54,NA
7/10/2006,364,113.2,107.29,122.42,118.83,229.21,139.75,NA,NA,NA,150.3,109.58,104.37,166.4,290.48,NA,104.02,105.86,149.63,193.36,123.32,NA,NA,NA,NA,NA,NA,NA,NA,120.37,95.36,NA,NA,NA,287.38,123.66,NA
7/11/2006,365.61,113.32,107.29,122.61,119.26,231.33,143.78,NA,NA,NA,150.54,109.66,106.65,166.86,291.87,NA,104.25,106.04,149.83,195.06,123.79,NA,NA,NA,NA,NA,NA,NA,NA,120.61,95.36,NA,NA,NA,287.3,124.06,NA
7/12/2006,361.71,113.42,107.33,122.81,117.99,226.97,146.28,NA,NA,NA,150.94,109.64,107.71,163.73,285.38,NA,103.01,106.1,148.51,191.03,121.2,NA,NA,NA,NA,NA,NA,NA,NA,118.78,92.71,NA,NA,NA,288.55,124.09,NA
7/13/2006,355.82,113.68,107.46,122.8,116.23,221.94,147.7,NA,NA,NA,148.9,110.07,107.67,160.85,274.08,NA,101.76,106.19,146.41,186.7,118.99,NA,NA,NA,NA,NA,NA,NA,NA,116.46,90.34,NA,NA,NA,284.08,124.57,NA
7/14/2006,354.45,113.76,107.47,122.91,115.55,220.66,148.38,NA,NA,NA,146.86,110.14,108.16,159.48,275.47,NA,100.91,106.33,146.05,185.22,118.26,NA,NA,NA,NA,NA,NA,NA,NA,115.73,89.58,NA,NA,NA,280.26,124.64,NA
7/17/2006,353.93,113.66,107.46,123.04,115.35,221.11,144.1,NA,NA,NA,146.86,110.22,105.71,157.24,271.14,NA,99.09,106.1,145.36,184.97,116.77,NA,NA,NA,NA,NA,NA,NA,NA,114.16,88.46,NA,NA,NA,280.07,124.83,NA
7/18/2006,355.74,113.22,107.38,122.4,115.74,223,141.73,NA,NA,NA,149.08,109.67,105.06,156.99,274.91,NA,98.79,106.03,146.31,186.23,115.94,NA,NA,NA,NA,NA,NA,NA,NA,113.92,87.63,NA,NA,NA,283.41,123.76,NA
7/19/2006,360.67,113.94,107.53,122.96,117.65,227.68,144.28,NA,NA,NA,151.39,110.37,105.43,160.85,291.87,NA,100.97,106.44,149.1,190.62,119.17,NA,NA,NA,NA,NA,NA,NA,NA,117.51,89.44,NA,NA,NA,290.16,124.94,NA
7/20/2006,358.21,114.18,107.66,123.49,116.45,222.26,140.92,NA,NA,NA,150.14,110.71,104.33,159.99,283.49,NA,100.99,106.55,147.88,185.74,118.6,NA,NA,NA,NA,NA,NA,NA,NA,116.82,88.95,NA,NA,NA,286.59,125.3,NA
7/21/2006,355.68,114.11,107.64,123.39,115.52,219.61,139.05,NA,NA,NA,147.68,110.38,104.04,159.99,277.98,NA,100.83,106.48,147.23,183.08,118.89,NA,NA,NA,NA,NA,NA,NA,NA,116.78,89.02,NA,NA,NA,281.25,125.07,100
7/24/2006,362.17,114.11,107.64,123.43,117.77,226.17,137.76,NA,NA,NA,150.12,110.29,104.49,162.89,290.48,NA,101.84,106.64,149.38,188.92,120.82,NA,NA,NA,NA,NA,NA,NA,NA,118.8,90.69,NA,NA,NA,286.16,124.99,100.91
7/25/2006,363.46,114,107.61,123.34,118.17,226.75,138.69,NA,NA,NA,150.9,110.5,103.59,162.84,291.26,NA,101.64,106.56,150.48,189.39,121.27,NA,NA,NA,NA,NA,NA,NA,NA,118.76,91.39,NA,NA,NA,288.12,124.63,100
7/26/2006,363.95,114.28,107.74,123.6,118.49,226.62,139.7,NA,NA,NA,151.43,110.86,102.9,163.98,290.02,NA,102.59,106.62,150.97,188.97,122.26,NA,NA,NA,NA,NA,NA,NA,NA,119.55,90.9,NA,NA,NA,289.34,125.08,100.75
7/27/2006,363.6,114.27,107.8,123.41,118.18,224.51,141.73,NA,NA,NA,150.94,110.89,104.9,165,294.01,NA,102.81,106.8,150.56,187.16,122.91,NA,NA,NA,NA,NA,NA,NA,NA,119.89,92.16,NA,NA,NA,287.18,124.89,101.83
7/28/2006,367.25,114.58,107.93,123.88,119.22,229.31,142.2,NA,NA,NA,153.14,111.22,104.53,168.31,300.32,NA,104.31,107.02,152.25,191.09,125.51,NA,NA,NA,NA,NA,NA,NA,NA,122.21,94.67,NA,NA,NA,291.46,125.61,100.61
7/31/2006,366.87,114.76,107.95,123.9,119.21,228.99,142.32,NA,NA,NA,152.63,111.17,105.55,167.72,297.45,NA,104.81,106.89,151.97,191.11,124.88,NA,NA,NA,NA,NA,NA,NA,NA,121.88,94.6,NA,NA,NA,290.13,125.76,103.05
8/1/2006,365.06,114.79,108.01,124.08,118.6,225.92,144.93,NA,NA,NA,151.83,111.36,106.04,166.55,292.65,NA,104,107.15,151.74,188.12,124.09,NA,NA,NA,NA,NA,NA,NA,NA,121.24,93.13,NA,NA,NA,288.75,125.76,103.05
8/2/2006,367.53,114.89,108.01,124.29,119.35,228.35,145.9,NA,NA,NA,151.54,111.62,107.47,168.38,296.52,NA,104.99,107.2,152.56,190.62,125.51,NA,NA,NA,NA,NA,NA,NA,NA,122.45,95.29,NA,NA,NA,288.75,126.23,104.75
8/3/2006,368.51,114.92,108,124.3,119.61,230.27,144.48,NA,NA,NA,152.98,111.56,106.45,168.1,296.21,NA,104.59,107.22,152.72,192.92,125.45,NA,NA,NA,NA,NA,NA,NA,NA,122.29,94.53,NA,NA,NA,291.85,126.26,103.09
8/4/2006,367.88,115.48,108.09,124.79,119.55,229.12,144.84,NA,NA,NA,155.4,112.32,106.33,168.23,296.83,NA,105.14,107.56,152.74,190.95,125.66,NA,NA,NA,NA,NA,NA,NA,NA,122.77,94.88,NA,NA,NA,296.21,127.02,102.74
8/7/2006,367.16,115.33,108.14,124.68,119.16,228.51,145.34,NA,NA,NA,153.87,112.29,108,167.19,294.97,NA,104.69,107.57,152.62,190.21,124.82,NA,NA,NA,NA,NA,NA,NA,NA,122.31,92.78,NA,NA,NA,292.99,127.1,104.22
8/8/2006,365.61,115.34,108.19,124.76,118.61,224.83,144.14,NA,NA,NA,151.58,112.47,106.49,166.6,294.97,NA,104.56,107.57,152.05,187.58,124.88,NA,NA,NA,NA,NA,NA,NA,NA,121.52,93.27,NA,NA,NA,288.2,126.82,103.76
8/9/2006,364.38,115.29,108.23,124.7,118,223.39,145.63,NA,NA,NA,150.65,112.51,106.65,167.42,296.08,NA,105.02,107.66,151.4,185.68,125.76,NA,NA,NA,NA,NA,NA,NA,NA,122.43,93.62,NA,NA,NA,285.53,126.41,104.22
8/10/2006,365.49,115.31,108.2,124.68,118.46,224.92,142.52,NA,NA,NA,150.77,112.32,105.27,167.8,299.12,NA,105.04,107.6,151.76,187.33,125.62,NA,NA,NA,NA,NA,NA,NA,NA,121.98,94.67,NA,NA,NA,286.12,126.22,101.52
8/11/2006,364.46,114.95,108.11,124.43,118.09,223.42,141.3,NA,NA,NA,149.83,112.05,104.24,166.35,295.5,NA,104.59,107.42,151.11,185.41,124.64,NA,NA,NA,NA,NA,NA,NA,NA,121.36,93.76,NA,NA,NA,283.76,125.67,101.22
8/14/2006,364.75,114.75,108.05,124.28,118.31,224.51,140.27,NA,NA,NA,151.27,111.79,103.27,166.91,296.67,NA,104.29,107.3,151.13,186.51,125.19,NA,NA,NA,NA,NA,NA,NA,NA,121.52,94.32,NA,NA,NA,286.39,125.45,99.45
8/15/2006,369.11,115.3,108.2,124.92,119.82,229.25,139.73,NA,NA,NA,153,112.18,103.43,170.52,303.95,NA,106.23,107.56,152.48,190.4,127.79,NA,NA,NA,NA,NA,NA,NA,NA,124.2,96.48,NA,NA,NA,289.73,126.51,99.19
8/16/2006,372.44,115.78,108.38,125.45,120.99,231.55,140.81,NA,NA,NA,153.29,112.39,102.33,172.12,306.92,NA,107.3,107.91,153.49,193.14,128.7,NA,NA,NA,NA,NA,NA,NA,NA,125.29,97.52,NA,NA,NA,290.52,127.36,98.38
8/17/2006,373.13,115.75,108.37,125.39,121.26,232.35,137.52,NA,NA,NA,153.07,112.25,100.73,171.44,307.35,NA,106.84,107.93,153.51,193.44,128.07,NA,NA,NA,NA,NA,NA,NA,NA,124.85,97.32,NA,NA,NA,290.83,127.32,96.91
8/18/2006,375.02,116.06,108.41,125.64,121.75,232.83,137.54,NA,NA,NA,153.76,112.64,101.27,172.15,304.44,NA,107.12,108,154.1,194.57,128.6,NA,NA,NA,NA,NA,NA,NA,NA,125.21,97.8,NA,NA,NA,290.91,127.69,97.2
8/21/2006,373.41,116.21,108.47,125.82,121.28,231.1,140.69,NA,NA,NA,154.64,112.93,102.08,171.61,302.86,NA,107.97,108.27,154.06,192.48,128.2,NA,NA,NA,NA,NA,NA,NA,NA,125.09,96.97,NA,NA,NA,292.6,128.14,98.34
8/22/2006,373.39,116.25,108.46,125.9,121.32,231.46,139.82,NA,NA,NA,155.73,113.1,101.92,171.13,302.77,NA,107.77,108.21,154.25,193.12,127.81,NA,NA,NA,NA,NA,NA,NA,NA,124.42,97.25,NA,NA,NA,295.23,128.19,98.6
8/23/2006,372.35,116.21,108.46,125.85,120.75,229.09,139.32,NA,NA,NA,154.53,112.93,100.86,170.52,297.29,NA,105.62,108.24,153.6,190.89,127.46,NA,NA,NA,NA,NA,NA,NA,NA,124.1,96.55,NA,NA,NA,291.93,128.25,97.52
8/24/2006,372.04,116.25,108.5,125.85,120.73,228.8,139.14,NA,NA,NA,155.13,112.73,102.33,170.04,296.49,NA,105,108.23,153.9,190.56,127.42,NA,NA,NA,NA,NA,NA,NA,NA,124.04,95.78,NA,NA,NA,293.31,128.48,98.58
8/25/2006,372.5,116.4,108.53,126.03,120.77,228.67,139.18,NA,NA,NA,155.02,112.99,102.29,169.91,297.32,NA,104.87,108.34,154.1,190.89,127.63,NA,NA,NA,NA,NA,NA,NA,NA,124.02,95.29,NA,NA,NA,292.99,128.67,98.36
8/28/2006,374.28,116.39,108.56,126.07,121.47,231.1,137.45,NA,NA,NA,156.86,112.64,100.69,170.62,300.7,NA,104.77,108.24,154.63,192.92,127.75,NA,NA,NA,NA,NA,NA,NA,NA,125.01,95.08,NA,NA,NA,296.61,128.79,95.92
8/29/2006,374.71,116.49,108.6,126.15,121.71,234.21,137.31,NA,NA,NA,156.88,112.68,100.53,172,301.72,NA,105.78,108.29,154.65,195.42,129.15,NA,NA,NA,NA,NA,NA,NA,NA,125.76,95.85,NA,NA,NA,296.61,128.97,95.45
8/30/2006,374.94,116.66,108.66,126.23,121.97,235.4,138.4,NA,NA,NA,157.81,112.78,102.04,172,303.02,NA,105.88,108.45,154.59,196.93,128.93,NA,NA,NA,NA,NA,NA,NA,NA,126.12,95.22,NA,NA,NA,298.77,129.31,95.43
8/31/2006,374.88,116.79,108.76,126.66,121.95,235.65,140.36,NA,NA,NA,157.94,113.02,102.04,172,302.15,NA,106.33,108.59,154.27,196.85,128.64,NA,NA,NA,NA,NA,NA,NA,NA,125.84,95.57,NA,NA,NA,298.77,129.61,95.7
9/1/2006,377.12,116.96,108.88,126.51,122.66,236,140.02,NA,NA,NA,157.04,112.98,101.84,173.27,305.52,NA,107.18,108.61,155.28,196.98,129.44,NA,NA,NA,NA,NA,NA,NA,NA,126.44,96.41,NA,NA,NA,297.28,129.66,94.42
9/4/2006,377.12,116.96,108.88,126.51,122.66,236,140.02,NA,NA,NA,157.04,112.98,101.84,173.27,305.52,NA,107.18,108.61,155.28,196.98,129.44,NA,NA,NA,NA,NA,NA,NA,NA,126.44,96.41,NA,NA,NA,297.28,129.66,94.42
9/5/2006,377.83,116.58,108.77,126.2,122.91,237.67,142.77,NA,NA,NA,158.63,112.5,101.67,173.93,307.2,NA,107.99,108.48,155.35,198.77,130.09,NA,NA,NA,NA,NA,NA,NA,NA,126.46,97.73,NA,NA,NA,299.79,128.92,93.85
9/6/2006,374.51,116.49,108.76,126.13,121.6,233.19,141.64,NA,NA,NA,157.68,112.44,101.22,171.26,298.37,NA,106.55,108.5,154.47,194.54,128.12,NA,NA,NA,NA,NA,NA,NA,NA,124.69,96.27,NA,NA,NA,298.26,128.67,93.04
9/7/2006,372.78,116.58,108.76,126.26,121.14,231.65,138.01,NA,NA,NA,156.59,112.26,100.82,169.27,294.97,NA,105.64,108.47,153.86,192.81,126.59,NA,NA,NA,NA,NA,NA,NA,NA,123.3,95.5,NA,NA,NA,296.33,128.92,92.39
9/8/2006,373.85,116.69,108.83,126.39,121.39,232.55,136.64,NA,NA,NA,158.08,112.2,100,169.25,297.38,NA,105.64,108.61,153.9,193.55,126.73,NA,NA,NA,NA,NA,NA,NA,NA,123.3,95.5,NA,NA,NA,299.36,129.02,90.78
9/11/2006,374.22,116.53,108.81,126.34,121.43,233.28,131.82,NA,NA,NA,158.59,111.9,97.67,168.23,290.98,NA,104.73,108.53,153.66,193.31,125.78,NA,NA,NA,NA,NA,NA,NA,NA,122.91,94.04,NA,NA,NA,299.79,128.91,89.16
9/12/2006,377.89,116.8,108.87,126.54,122.8,237.86,131.39,NA,NA,NA,160.63,112.12,96.12,170.16,295.96,NA,105.3,108.79,154.76,197.86,128.01,NA,NA,NA,NA,NA,NA,NA,NA,124.73,94.81,NA,NA,NA,303.68,129.56,88.06
9/13/2006,379.41,116.92,108.88,126.87,123.46,239.66,132.09,NA,NA,NA,161.53,112.36,95.88,169.83,300.39,NA,105.52,108.88,155.51,199.53,127.59,NA,NA,NA,NA,NA,NA,NA,NA,124.87,93.62,NA,NA,NA,306.43,129.61,87.86
9/14/2006,379.44,116.69,108.79,126.55,123.19,238.73,128.86,NA,NA,NA,160.67,112.39,95.31,170.06,297.91,NA,105.99,108.73,155.47,198.82,127.46,NA,NA,NA,NA,NA,NA,NA,NA,125.07,93.55,NA,NA,NA,306.43,129.32,86.03
9/15/2006,380.33,116.62,108.84,126.46,123.49,238.92,129.34,NA,NA,NA,161.95,112.03,95.1,169.53,299.67,NA,106.17,108.7,155.33,199.29,127.55,NA,NA,NA,NA,NA,NA,NA,NA,124.4,93.48,NA,NA,NA,307.22,129.22,85.69
9/18/2006,380.85,116.45,108.81,126.49,123.66,239.21,131.21,NA,NA,NA,160.8,111.95,96.16,170.42,303.05,NA,106.57,108.67,155.83,199.23,128.03,NA,NA,NA,NA,NA,NA,NA,NA,125.05,93.76,NA,NA,NA,305.45,129.13,86.6
9/19/2006,379.9,117.14,108.96,126.98,123.26,237.67,128.26,NA,NA,NA,162,112.21,94.73,168.84,298.37,NA,106.35,108.93,155.41,198.35,126.92,NA,NA,NA,NA,NA,NA,NA,NA,123.86,92.99,NA,NA,NA,307.41,130.46,84.26
9/20/2006,381.91,117.17,109,127.18,124,240.55,129.02,NA,NA,NA,161.64,112.05,94.16,170.5,304.5,NA,106.96,109.05,155.89,201.01,128.48,NA,NA,NA,NA,NA,NA,NA,NA,125.61,93.34,NA,NA,NA,306.43,130.65,83.25
9/21/2006,380.07,118.01,109.19,127.95,123.22,238.44,130.58,NA,NA,NA,159.85,112.7,95.8,170.9,297.07,NA,107.22,109.52,155.63,198.85,128.77,NA,NA,NA,NA,NA,NA,NA,NA,126.16,93.34,NA,NA,NA,303.29,131.85,84.16
9/22/2006,378.92,118.37,109.22,128.02,122.91,235.72,131.82,NA,NA,NA,160.27,113.06,94.69,170.06,293.3,NA,106.77,109.58,155.49,196.21,127.85,NA,NA,NA,NA,NA,NA,NA,NA,125.69,92.02,NA,NA,NA,304.86,132.39,83.12
9/25/2006,381.83,118.76,109.34,128.08,123.96,239.01,131.82,NA,NA,NA,160.51,113.37,94.9,170.78,296.7,NA,107.62,109.8,156.26,198.55,128.64,NA,NA,NA,NA,NA,NA,NA,NA,126.06,92.57,NA,NA,NA,304.66,133.43,83.25
9/26/2006,385,118.32,109.29,127.85,124.82,239.72,132.36,NA,NA,NA,160.13,113.19,95.31,170.98,300.2,NA,106.92,109.79,157.64,199.18,128.85,NA,NA,NA,NA,NA,NA,NA,NA,126.72,92.64,NA,NA,NA,304.69,132.87,83.86
9/27/2006,385.46,118.44,109.3,127.81,124.97,240.56,134.77,NA,NA,NA,161.54,113.17,96.73,172.28,299.52,NA,107.91,109.75,157.82,200.64,129.68,NA,NA,NA,NA,NA,NA,NA,NA,127.03,94.04,NA,NA,NA,307.35,132.42,85.24
9/28/2006,385.31,118.32,109.34,127.83,125.1,239.98,134.72,NA,NA,NA,161.2,113.19,97.51,172.68,301.93,NA,108.19,109.64,157.76,199.84,130.17,NA,NA,NA,NA,NA,NA,NA,NA,127.43,94.53,NA,NA,NA,306.28,132.26,84.95
9/29/2006,385,118.11,109.28,127.77,124.73,237.37,134,NA,NA,NA,160.8,113.15,97.76,172.38,299.52,NA,108.05,109.69,157.64,198.11,129.62,NA,NA,NA,NA,NA,NA,NA,NA,127.25,94.39,NA,NA,NA,305.88,132.07,85.42
10/2/2006,383.56,118.4,109.36,127.98,124.36,235.99,133.28,NA,NA,NA,160.73,113.26,96.69,172.86,299.02,NA,108.74,109.8,157.29,196.24,130.07,NA,NA,NA,NA,NA,NA,NA,NA,127.19,95.36,NA,NA,NA,305.8,132.46,83.82
10/3/2006,384.36,118.39,109.38,128.06,124.54,235.44,128.68,NA,NA,NA,162.3,112.87,95.1,173.01,294.97,NA,108.49,109.77,157.43,195.96,130.07,NA,NA,NA,NA,NA,NA,NA,NA,126.97,95.01,NA,NA,NA,308.78,132.28,81.79
10/4/2006,388.86,118.97,109.57,128.67,125.86,240.33,127.02,NA,NA,NA,164.18,113.31,95.8,174.77,302.86,NA,109.46,110.2,158.97,200.72,131.77,NA,NA,NA,NA,NA,NA,NA,NA,128.34,95.78,NA,NA,NA,312.22,133.24,82.58
10/5/2006,389.61,118.52,109.46,128.25,126.47,243.33,128.26,NA,NA,NA,165.25,113.13,96.33,174.87,306.89,NA,109.71,109.86,159.35,203.28,131.79,NA,NA,NA,NA,NA,NA,NA,NA,128.34,96.62,NA,NA,NA,314.13,132.31,83.37
10/6/2006,389.12,117.87,109.32,127.53,126.22,242.1,128.41,NA,NA,NA,164.22,112.8,96.69,173.32,306.11,NA,108.92,109.45,158.99,202.23,131.06,NA,NA,NA,NA,NA,NA,NA,NA,127.39,95.5,NA,NA,NA,311.83,130.93,84.06
10/9/2006,389.35,118.17,109.34,127.63,126.34,244,128.89,NA,NA,NA,165.16,112.58,99.96,173.4,304.97,NA,108.94,109.69,159.07,203.77,130.78,NA,NA,NA,NA,NA,NA,NA,NA,127.63,94.6,NA,NA,NA,313.93,131.29,84.97
10/10/2006,389.87,117.3,109.19,127.06,126.63,244.03,128.44,NA,NA,NA,165.18,112.13,96.73,173.65,307.72,NA,109.08,109.26,159.52,203.88,131.37,NA,NA,NA,NA,NA,NA,NA,NA,127.69,95.36,NA,NA,NA,314.05,130.25,83.55
10/11/2006,389.41,117.16,109.2,126.95,126.4,242.46,128.17,NA,NA,NA,164.56,111.8,95.43,173.52,306.08,NA,108.76,109.14,159.44,203.09,131.43,NA,NA,NA,NA,NA,NA,NA,NA,127.87,94.46,NA,NA,NA,313.22,129.91,82.84
10/12/2006,392.78,117.22,109.23,127.07,127.67,247.35,129.54,NA,NA,NA,166.06,111.81,96.49,175.43,313.54,NA,110.25,109.25,160.4,207.19,132.75,NA,NA,NA,NA,NA,NA,NA,NA,129.26,95.43,NA,NA,NA,316.19,129.94,83.11
10/13/2006,393.79,117.03,109.19,126.59,128.11,249.12,131.97,NA,NA,NA,167.96,111.62,98.57,175.69,315.4,NA,110.45,108.97,161.15,208.84,132.65,NA,NA,NA,NA,NA,NA,NA,NA,129.24,95.15,NA,NA,NA,319.24,129.28,84.16
10/16/2006,394.39,117.23,109.24,126.92,128.46,250.41,133.33,NA,NA,NA,168.32,111.71,99.59,176.35,316.26,NA,111.14,109.15,161.42,210.08,133.14,NA,NA,NA,NA,NA,NA,NA,NA,129.57,96.2,NA,NA,NA,320.59,129.86,86.09
10/17/2006,393.15,117.36,109.25,127.16,127.96,249.41,132.15,NA,NA,NA,167.76,111.7,99.51,175.25,312.12,NA,110.46,109.31,161.09,209.03,131.98,NA,NA,NA,NA,NA,NA,NA,NA,128.8,95.64,NA,NA,NA,319,129.96,84.97
10/18/2006,393.67,117.33,109.27,127.42,128.14,249.12,132.02,NA,NA,NA,168.61,111.47,97.92,175.69,315.18,NA,111.12,109.44,161.34,209.06,132.3,NA,NA,NA,NA,NA,NA,NA,NA,128.94,96.2,NA,NA,NA,320.95,130.23,84.06
10/19/2006,394.31,117.23,109.25,127.01,128.28,250.15,133.87,NA,NA,NA,168.2,111.5,99.55,177.01,316.57,NA,112.05,109.39,161.36,210.08,133.14,NA,NA,NA,NA,NA,NA,NA,NA,130.03,96.2,NA,NA,NA,320.15,129.99,85.06
10/20/2006,394.39,117.2,109.3,127.06,128.25,248.22,132.45,NA,NA,NA,167.98,111.49,98.16,177.57,315.09,NA,112.21,109.36,161.34,208.01,133.54,NA,NA,NA,NA,NA,NA,NA,NA,130.84,96.13,NA,NA,NA,319.76,129.86,84.26
10/23/2006,396.21,116.88,109.24,126.77,128.8,249.15,130.15,NA,NA,NA,168.99,111.16,98.37,177.72,314.81,NA,112.15,109.04,161.95,208.42,133.66,NA,NA,NA,NA,NA,NA,NA,NA,130.76,97.18,NA,NA,NA,321.26,129.34,83.45
10/24/2006,397.39,117.03,109.24,126.99,129.11,248.67,131.07,NA,NA,NA,168.11,111.33,99.06,177.75,316.61,NA,111.95,109.16,162.44,208.84,133.46,NA,NA,NA,NA,NA,NA,NA,NA,130.53,97.25,NA,NA,NA,320.35,129.34,84.47
10/25/2006,398.75,117.46,109.36,127.53,129.54,250.21,132.4,NA,NA,NA,168.96,111.85,100.82,178.99,320.29,NA,112.86,109.42,163.32,210.21,134.33,NA,NA,NA,NA,NA,NA,NA,NA,131.64,97.52,NA,NA,NA,321.98,130.37,86.56
10/26/2006,399.98,117.86,109.5,127.94,130.22,252.27,133.6,NA,NA,NA,170.64,112.4,100.12,180.37,321.06,NA,113.75,109.8,163.73,211.97,135.6,NA,NA,NA,NA,NA,NA,NA,NA,132.61,98.15,NA,NA,NA,325.11,131.21,85.58
10/27/2006,397.48,118.25,109.61,128.35,129.22,249.12,133.84,NA,NA,NA,169.5,112.65,100.41,179.12,315.71,NA,112.66,110.02,163.14,209.5,134.96,NA,NA,NA,NA,NA,NA,NA,NA,131.78,97.04,NA,NA,NA,323.01,131.82,85.58
10/30/2006,397.19,118.3,109.54,128.47,129.27,251.34,134.97,NA,NA,NA,170.46,112.44,99.35,178.74,314.62,NA,112.9,110.04,162.73,210.41,134.78,NA,NA,NA,NA,NA,NA,NA,NA,131.5,96.48,NA,NA,NA,326.1,132.19,83.13
10/31/2006,397.13,118.83,109.69,129.11,129.23,249.79,135.74,NA,NA,NA,170.75,113.06,98.73,178.84,320.66,NA,113.77,110.44,162.5,209.75,135.13,NA,NA,NA,NA,NA,NA,NA,NA,131.95,96.27,NA,NA,NA,325.7,133.21,83.25
11/1/2006,394.45,119.2,109.77,129.47,128.06,245,138.26,NA,NA,NA,169.43,113.45,100,178.61,317.44,NA,113.73,110.63,161.62,205.21,134.72,NA,NA,NA,NA,NA,NA,NA,NA,131.72,95.85,NA,NA,NA,322.93,133.95,83.25
11/2/2006,394.22,118.91,109.74,129.31,127.99,244.07,139.52,NA,NA,NA,166.21,113.15,99.27,179.2,318.43,NA,114.26,110.51,161.54,204.9,134.97,NA,NA,NA,NA,NA,NA,NA,NA,132.19,96.06,NA,NA,NA,316.7,133.4,82.64
